137.3693221,900.9693556
137.767233,901.0693646
138.3477881,901.1693736
137.9287539,901.2697156
137.5164722,901.3699746
138.0889948,901.4701836
137.9317604,901.5703596
138.0316308,901.6705116
137.9104467,901.7706466
137.6353563,901.8707676
138.1317488,901.9708766
138.3592815,902.0709766
138.1590749,902.1710696
138.9314256,902.2711556
138.5268603,902.3712366
138.8272659,902.4713126
138.3749979,902.5713846
138.8386501,902.6715116
138.7905243,902.7716326
138.8272659,902.8717476
138.8850591,902.9718576
138.6476857,903.0719626
138.8070979,903.1720636
138.0669427,903.2721606
138.050322,903.3722536
139.0837889,903.4723436
138.4547598,903.5724306
138.6253222,903.6725146
138.5704139,903.7725956
138.5704139,903.8726746
138.5949846,903.9727506
138.6196222,904.0728266
138.6443275,904.1729026
138.6939422,904.2729456
138.6886077,904.3729886
138.738638,904.4730656
138.7889395,904.5731426
138.8093642,904.6732196
138.9521184,904.7732966
138.9475845,904.8733736
139.0308629,904.9734506
139.0486631,905.0735276
139.0413285,905.1736046
138.904396,905.2736816
138.6499537,905.3737586
138.9485533,905.4738356
138.530471,905.5739456
137.9184169,905.6740556
135.7280044,905.7741666
132.7610624,905.8742766
130.3223741,905.9743866
128.563841,906.0744976
130.2358999,906.1746086
133.0868125,906.2747196
136.7250561,906.3748306
139.3716635,906.4749416
140.4798953,906.5750526
140.3015707,906.6751636
139.6902705,906.7752746
139.7043315,906.8753856
139.0906575,906.9754966
139.163576,907.0756076
137.8953589,907.1757186
137.4308538,907.2757626
137.1392343,907.3758066
135.2705797,907.4758176
132.1230111,907.5758286
130.5108842,907.6758396
126.9819314,907.7758506
123.4778112,907.8758616
121.6974567,907.9758726
118.2852096,908.0758836
115.3484299,908.1758946
111.9007636,908.2759056
108.571222,908.3759166
105.3391691,908.4759276
103.7000025,908.5759056
100.5311429,908.6758506
99.26419565,908.7757946
96.14702793,908.8757056
94.58530791,908.9756166
92.2768143,909.0755276
91.22066903,909.1754386
90.05409988,909.2753496
91.90974213,909.3752606
93.94009235,909.4751716
95.71906981,909.5750826
95.27030342,909.6749936
95.93898937,909.7749046
94.51312369,909.8748156
95.14058067,909.9747266
94.51222648,910.0746376
93.99595571,910.1745486
95.1244465,910.2745266
93.9783514,910.3745046
93.10182696,910.4744826
92.60772601,910.5744606
91.81503081,910.6744386
93.44565705,910.7744156
90.39098581,910.8743926
90.42201503,910.9743696
92.12242022,911.0743466
92.26597922,911.1743566
94.11684527,911.2743666
93.32914825,911.3743766
94.32645789,911.4743866
94.09973644,911.5743966
94.07768183,911.6744066
93.64198083,911.7744176
93.05192122,911.8744616
92.33731686,911.9745056
93.11546432,912.0745496
93.43538272,912.1745936
93.65057427,912.2746376
93.31693378,912.3746816
93.52972793,912.4747266
93.15889634,912.5747716
93.2819923,912.6748166
93.20536629,912.7748616
93.20230871,912.8749066
93.25331445,912.9749516
93.31715238,913.0749966
93.31715238,913.1750416
93.31715238,913.2750866
93.38105132,913.3751316
93.39347253,913.4751766
93.47266978,913.5752216
93.54918374,913.6752666
93.69258479,913.7753116
93.83629362,913.8753566
93.91304372,913.9754016
94.00346069,914.0754466
94.00776638,914.1754586
93.9447195,914.2754706
93.88173678,914.3754826
93.8283551,914.4754946
93.70272211,914.5755396
93.5773503,914.6755846
93.51475937,914.7756296
93.37478578,914.8756746
93.37478578,914.9757196
93.24982858,915.0757636
93.1874493,915.1758076
93.12513324,915.2758516
93.13485088,915.3759296
93.07260942,915.4760076
93.01043146,915.5760856
92.94256597,915.6761636
92.8026932,915.7762416
92.72502405,915.8763186
92.5329683,915.9763956
92.39313079,916.0764396
92.18573482,916.1764836
91.9838044,916.2765276
91.7819721,916.3766046
91.71450599,916.4766816
91.65249778,916.5767596
91.45081143,916.6768366
91.45081143,916.7769136
91.24921893,916.8769576
91.25968421,916.9770016
91.18744265,917.0770456
91.12573659,917.1770896
91.13621605,917.2771336
91.12573659,917.3771776
91.12573659,917.4772216
91.10949409,917.5772326
91.05822364,917.6772436
91.11997542,917.7772546
91.19791502,917.8772656
91.18744265,917.9772766
91.26544015,918.0772876
91.26544015,918.1772986
91.26544015,918.2773096
91.20378686,918.3772876
91.20378686,918.4772656
91.14220158,918.5772436
91.14850765,918.6772216
91.14850765,918.7771996
91.08710456,918.8771776
91.07683904,918.9771556
91.15514463,919.0771666
91.15514463,919.1771776
91.23349261,919.2771886
91.23349261,919.3771666
91.23349261,919.4771446
91.23349261,919.5771556
91.25069698,919.6771666
91.17943772,919.7771776
91.24055947,919.8772226
91.11838471,919.9772676
